transaction_id,row_number,date,initials,source,company,amount,status,matched_source,target_sheet,target_header,confidence,processing_notes,filed_date
77348df944b5,651,03/05/25,ZAW,PURE LABS,PUFFIN,-170.0,low_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-20 20:03:04
09fff12ba332,652,03/05/25,ZAW,FUEL REIMBURSEMENT,PUFFIN,-53.77,low_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-20 20:03:04
9f398e5ad0d8,669,03/06/25,KMS,AMAZON,PUFFIN,-52.78,low_confidence,AMAZON,PUFFIN C.O.G.,AMAZON,1.0,Matched to 'AMAZON' with confidence 1.0,2025-07-20 20:03:04
b1dcceb35a41,700,03/08/25,JJN,WALLY'S GREEN PATCH,PUFFIN,-50.0,low_confidence,WALLY'S GREEN PATCH,(B) CANNABIS DIST.,WALLY'S GREEN PATCH,1.0,Matched to 'WALLY'S GREEN PATCH' with confidence 1.0,2025-07-20 20:03:57
1201fb967015,751,03/13/25,JJS2,FACEBOOK MARKETPLACE,PUFFIN,-60.0,low_confidence,FACEBOOK MARKETPLACE,NUGZ C.O.G.,FACEBOOK (MP),1.0,Matched to 'FACEBOOK MARKETPLACE' with confidence 1.0,2025-07-20 20:04:51
7346be569c70,784,03/16/25,GSW,CRYSTAL CLEAR,PUFFIN,-240.0,low_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-20 20:05:37
8c9984783416,881,03/26/25,JJS,PURE LABS,PUFFIN,-1000.0,low_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-20 20:06:26
0a04a01c50d7,901,03/28/25,GSW,WALMART,PUFFIN,-17.66,low_confidence,WALMART,PUFFIN C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:07:15
cf8bafc83bbe,926,03/31/25,GSW,PUFFIN PURE PROPERTY TAX,PUFFIN,-2754.62,low_confidence,PUFFIN PURE PROPERTY TAX,PUFFIN EXPENSES,TAXES,1.0,Matched to 'PUFFIN PURE PROPERTY TAX' with confidence 1.0,2025-07-20 20:07:15
77348df944b5,651,03/05/25,ZAW,PURE LABS,PUFFIN,-170.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 14:03:20
09fff12ba332,652,03/05/25,ZAW,FUEL REIMBURSEMENT,PUFFIN,-53.77,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 14:03:20
9f398e5ad0d8,669,03/06/25,KMS,AMAZON,PUFFIN,-52.78,high_confidence,AMAZON,PUFFIN C.O.G.,AMAZON,1.0,Matched to 'AMAZON' with confidence 1.0,2025-07-21 14:03:20
b1dcceb35a41,700,03/08/25,JJN,WALLY'S GREEN PATCH,PUFFIN,-50.0,high_confidence,WALLY'S GREEN PATCH,(B) CANNABIS DIST.,WALLY'S GREEN PATCH,1.0,Matched to 'WALLY'S GREEN PATCH' with confidence 1.0,2025-07-21 14:03:21
77348df944b5,651,03/05/25,ZAW,PURE LABS,PUFFIN,-170.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 14:06:14
09fff12ba332,652,03/05/25,ZAW,FUEL REIMBURSEMENT,PUFFIN,-53.77,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 14:06:14
9f398e5ad0d8,669,03/06/25,KMS,AMAZON,PUFFIN,-52.78,high_confidence,AMAZON,PUFFIN C.O.G.,AMAZON,1.0,Matched to 'AMAZON' with confidence 1.0,2025-07-21 14:06:14
b1dcceb35a41,700,03/08/25,JJN,WALLY'S GREEN PATCH,PUFFIN,-50.0,high_confidence,WALLY'S GREEN PATCH,(B) CANNABIS DIST.,WALLY'S GREEN PATCH,1.0,Matched to 'WALLY'S GREEN PATCH' with confidence 1.0,2025-07-21 14:06:15
1201fb967015,751,03/13/25,JJS2,FACEBOOK MARKETPLACE,PUFFIN,-60.0,high_confidence,FACEBOOK MARKETPLACE,NUGZ C.O.G.,FACEBOOK (MP),1.0,Matched to 'FACEBOOK MARKETPLACE' with confidence 1.0,2025-07-21 14:06:19
7346be569c70,784,03/16/25,GSW,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 14:06:20
8c9984783416,881,03/26/25,JJS,PURE LABS,PUFFIN,-1000.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 14:06:24
0a04a01c50d7,901,03/28/25,GSW,WALMART,PUFFIN,-17.66,high_confidence,WALMART,PUFFIN C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-21 14:06:25
cf8bafc83bbe,926,03/31/25,GSW,PUFFIN PURE PROPERTY TAX,PUFFIN,-2754.62,high_confidence,PUFFIN PURE PROPERTY TAX,PUFFIN EXPENSES,TAXES,1.0,Matched to 'PUFFIN PURE PROPERTY TAX' with confidence 1.0,2025-07-21 14:06:25
77348df944b5,651,03/05/25,ZAW,PURE LABS,PUFFIN,-170.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 15:12:46
09fff12ba332,652,03/05/25,ZAW,FUEL REIMBURSEMENT,PUFFIN,-53.77,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 15:12:46
9f398e5ad0d8,669,03/06/25,KMS,AMAZON,PUFFIN,-52.78,high_confidence,AMAZON,PUFFIN C.O.G.,AMAZON,1.0,Matched to 'AMAZON' with confidence 1.0,2025-07-21 15:12:46
b1dcceb35a41,700,03/08/25,JJN,WALLY'S GREEN PATCH,PUFFIN,-50.0,high_confidence,WALLY'S GREEN PATCH,(B) CANNABIS DIST.,WALLY'S GREEN PATCH,1.0,Matched to 'WALLY'S GREEN PATCH' with confidence 1.0,2025-07-21 15:12:47
1201fb967015,751,03/13/25,JJS2,FACEBOOK MARKETPLACE,PUFFIN,-60.0,high_confidence,FACEBOOK MARKETPLACE,NUGZ C.O.G.,FACEBOOK (MP),1.0,Matched to 'FACEBOOK MARKETPLACE' with confidence 1.0,2025-07-21 15:12:51
7346be569c70,784,03/16/25,GSW,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 15:12:52
8c9984783416,881,03/26/25,JJS,PURE LABS,PUFFIN,-1000.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 15:12:56
0a04a01c50d7,901,03/28/25,GSW,WALMART,PUFFIN,-17.66,high_confidence,WALMART,PUFFIN C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-21 15:12:57
cf8bafc83bbe,926,03/31/25,GSW,PUFFIN PURE PROPERTY TAX,PUFFIN,-2754.62,high_confidence,PUFFIN PURE PROPERTY TAX,PUFFIN EXPENSES,TAXES,1.0,Matched to 'PUFFIN PURE PROPERTY TAX' with confidence 1.0,2025-07-21 15:12:57
77348df944b5,651,03/05/25,ZAW,PURE LABS,PUFFIN,-170.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 15:51:22
09fff12ba332,652,03/05/25,ZAW,FUEL REIMBURSEMENT,PUFFIN,-53.77,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 15:51:22
9f398e5ad0d8,669,03/06/25,KMS,AMAZON,PUFFIN,-52.78,high_confidence,AMAZON,PUFFIN C.O.G.,AMAZON,1.0,Matched to 'AMAZON' with confidence 1.0,2025-07-21 15:51:22
b1dcceb35a41,700,03/08/25,JJN,WALLY'S GREEN PATCH,PUFFIN,-50.0,high_confidence,WALLY'S GREEN PATCH,(B) CANNABIS DIST.,WALLY'S GREEN PATCH,1.0,Matched to 'WALLY'S GREEN PATCH' with confidence 1.0,2025-07-21 15:51:23
1201fb967015,751,03/13/25,JJS2,FACEBOOK MARKETPLACE,PUFFIN,-60.0,high_confidence,FACEBOOK MARKETPLACE,NUGZ C.O.G.,FACEBOOK (MP),1.0,Matched to 'FACEBOOK MARKETPLACE' with confidence 1.0,2025-07-21 15:51:28
7346be569c70,784,03/16/25,GSW,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 15:51:28
8c9984783416,881,03/26/25,JJS,PURE LABS,PUFFIN,-1000.0,high_confidence,PURE LABS,PUFFIN C.O.G.,TESTING,1.0,Matched to 'PURE LABS' with confidence 1.0,2025-07-21 15:51:33
0a04a01c50d7,901,03/28/25,GSW,WALMART,PUFFIN,-17.66,high_confidence,WALMART,PUFFIN C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-21 15:51:34
cf8bafc83bbe,926,03/31/25,GSW,PUFFIN PURE PROPERTY TAX,PUFFIN,-2754.62,high_confidence,PUFFIN PURE PROPERTY TAX,PUFFIN EXPENSES,TAXES,1.0,Matched to 'PUFFIN PURE PROPERTY TAX' with confidence 1.0,2025-07-21 15:51:34
